curve_order,precision,recall,threshold
326,0.0851472471190781,0.9925373134328358,0.2701417116521296
327,0.08520179372197309,0.9925373134328358,0.2701850518504335
328,0.08525641025641026,0.9925373134328358,0.2702710775361206
329,0.08531109685695959,0.9925373134328358,0.2703197259683184
330,0.08536585365853659,0.9925373134328358,0.2707343754295621
331,0.08542068079640334,0.9925373134328358,0.2708687239991269
332,0.08547557840616966,0.9925373134328358,0.2711506985094554
333,0.08553054662379421,0.9925373134328358,0.2712081010501916
334,0.08558558558558559,0.9925373134328358,0.2715497569893283
335,0.0849967804249839,0.9850746268656716,0.2716561935811869
336,0.08505154639175258,0.9850746268656716,0.2717078851934091
337,0.0851063829787234,0.9850746268656716,0.2717748300808086
338,0.08516129032258064,0.9850746268656716,0.2719052372072037
339,0.08521626856036152,0.9850746268656716,0.2719116085581357
340,0.08527131782945736,0.9850746268656716,0.2720847248073609
341,0.08532643826761474,0.9850746268656716,0.2723276811380924
342,0.08538163001293661,0.9850746268656716,0.2726673656458002
343,0.0854368932038835,0.9850746268656716,0.2729850727187454
344,0.08549222797927461,0.9850746268656716,0.2731141128314459
345,0.08554763447828904,0.9850746268656716,0.2731230951684573
346,0.08560311284046693,0.9850746268656716,0.2738573823680981
347,0.08565866320571058,0.9850746268656716,0.2739317308052951
348,0.08571428571428572,0.9850746268656716,0.2740463961156328
349,0.08576998050682261,0.9850746268656716,0.2741081856417495
350,0.0858257477243173,0.9850746268656716,0.2741252971509286
351,0.08588158750813273,0.9850746268656716,0.2743836449162218
352,0.0859375,0.9850746268656716,0.2743944620529164
353,0.08599348534201955,0.9850746268656716,0.2744732126222619
354,0.08604954367666232,0.9850746268656716,0.274769201999507
355,0.08610567514677103,0.9850746268656716,0.2755169410361661
356,0.08616187989556136,0.9850746268656716,0.2756158025650965
357,0.08621815806662313,0.9850746268656716,0.2757427297280663
358,0.08627450980392157,0.9850746268656716,0.2758655173271708
359,0.08633093525179857,0.9850746268656716,0.2759970366825838
360,0.08638743455497382,0.9850746268656716,0.2760702981616288
361,0.08578912901113293,0.9776119402985075,0.276254455649552
362,0.08584534731323722,0.9776119402985075,0.2764622275344308
363,0.0859016393442623,0.9776119402985075,0.276572586442928
364,0.08595800524934383,0.9776119402985075,0.2772303418960708
365,0.08601444517399869,0.9776119402985075,0.2773764106269205
366,0.08607095926412615,0.9776119402985075,0.2774956515477423
367,0.0861275476660092,0.9776119402985075,0.2775161971991549
368,0.0861842105263158,0.9776119402985075,0.2777182267564221
369,0.08624094799210007,0.9776119402985075,0.277728293658245
370,0.0862977602108037,0.9776119402985075,0.2777600282758713
371,0.08635464733025709,0.9776119402985075,0.2778335219099737
372,0.08641160949868074,0.9776119402985075,0.2783046725975105
373,0.08646864686468647,0.9776119402985075,0.2785116092318774
374,0.08652575957727873,0.9776119402985075,0.2786579140398253
375,0.08658294778585592,0.9776119402985075,0.2787390328093806
376,0.08664021164021164,0.9776119402985075,0.2787771953569183
377,0.08669755129053607,0.9776119402985075,0.2795517538730181
