umap_1,umap_2,subcluster
6.1190605,-0.3711687,0
1.2452283,1.94035,1
4.6822534,0.4577972,0
2.7920742,-0.0465489,1
5.566302,-2.7988732,0
7.08735,-2.0210836,2
2.0717719,-1.4796109,1
6.427499,-1.4665339,2
5.940359,0.3823286,0
4.9275346,0.50100064,0
10.486523,-4.483618,3
7.2119884,-3.3761468,2
9.137684,-3.4423912,3
4.4353023,0.31793928,0
5.070579,-1.2547158,0
7.089005,-2.6796927,2
8.590694,-2.2793653,2
-5.3146677,4.914278,4
4.4641423,-1.0334969,0
1.0677077,0.5075671,1
-1.3250461,4.182673,4
2.6186855,1.8122039,1
6.2153697,0.32123634,0
6.38322,0.09632413,0
3.7780492,1.6595047,1
9.598866,-3.7555065,3
3.5647728,0.85492903,1
3.3572767,-0.7443937,0
5.7943125,-3.5114868,0
4.2592683,-0.36157987,0
13.822202,-2.8881404,3
0.89249665,0.8950495,1
2.2862477,0.59998065,1
0.18073444,2.0741024,4
11.353414,-4.209887,3
-3.2125125,5.0499816,4
12.734096,-3.3204532,3
12.2225065,-2.425355,3
8.378517,-1.8187509,2
5.067119,-0.4113864,0
5.6828475,0.20155694,0
-1.9131879,4.4642415,4
1.0212854,2.492998,4
4.4267373,-0.33194193,0
10.872605,-2.1016996,3
7.726087,-3.2249577,2
11.167409,-4.4361405,3
9.421904,-3.222744,3
1.8764527,0.3725167,1
3.510617,-2.7415214,0
0.11969091,1.5611345,4
6.1839895,-0.574347,0
-0.8573844,3.1575682,4
6.39839,-4.384493,2
9.875477,-3.5266097,3
0.6246025,0.43945727,1
10.08764,-1.4159669,3
2.8704898,1.1980053,1
8.75927,-3.1388278,3
4.802157,-1.5923905,0
2.8598382,1.5021207,1
5.56154,0.06625852,0
0.65479857,1.6212838,1
5.480667,-1.6430144,0
5.7486973,-2.3468294,2
9.734118,-1.406332,2
0.707183,2.7734613,4
2.5194502,-0.9975357,1
1.7863879,1.3019214,1
-0.400723,2.4200742,4
6.143229,-1.3617761,2
7.716946,-2.2730885,2
-0.84832734,2.4708495,4
1.4486969,1.376769,1
0.17028108,2.8856087,4
7.263797,-3.4182885,2
4.8244696,-1.3920975,0
10.483716,-4.3776007,3
12.377934,-2.9236486,3
9.396767,-3.2920895,3
6.4114923,-0.54797167,0
1.9378562,0.39907938,1
0.5849553,2.0702004,4
4.3335176,0.96924704,0
3.749547,0.44279957,1
6.2569447,-3.336948,2
3.637751,-0.36475694,0
2.5296311,1.861877,1
-2.8977606,4.5139375,4
9.981653,-1.99967,3
5.666216,-1.8382668,2
2.521412,1.748819,1
5.6100616,0.08227006,0
11.541046,-1.8604121,3
-0.27770546,3.965992,4
2.0143147,-1.6615998,1
2.1236544,-0.4736621,1
0.59641165,3.1163962,4
6.4666047,-1.4645722,2
-0.5491486,2.875205,4
-1.7475442,4.650552,4
5.4241004,-1.6548098,2
13.588164,-2.4438982,3
7.0502014,-1.2949145,2
13.836533,-2.6538763,3
7.88543,-4.2450724,3
2.9359145,1.3833104,1
